episode,epsilon,winner,q_states
3619.0,0.8280889044452223,2.0,12674.0
3620.0,0.8280414020701036,1.0,12675.0
3621.0,0.8279938996949847,1.0,12680.0
3622.0,0.827946397319866,1.0,12685.0
3623.0,0.8278988949447472,1.0,12685.0
3624.0,0.8278513925696285,2.0,12691.0
3625.0,0.8278038901945097,2.0,12692.0
3626.0,0.827756387819391,1.0,12699.0
3627.0,0.8277088854442722,2.0,12707.0
3628.0,0.8276613830691534,1.0,12708.0
3629.0,0.8276138806940346,1.0,12709.0
3630.0,0.8275663783189159,1.0,12709.0
3631.0,0.8275188759437972,2.0,12713.0
3632.0,0.8274713735686785,1.0,12713.0
3633.0,0.8274238711935598,2.0,12713.0
3634.0,0.827376368818441,2.0,12723.0
3635.0,0.8273288664433222,1.0,12728.0
3636.0,0.8272813640682034,1.0,12728.0
3637.0,0.8272338616930847,2.0,12735.0
3638.0,0.8271863593179659,1.0,12741.0
3639.0,0.8271388569428472,1.0,12741.0
3640.0,0.8270913545677284,2.0,12744.0
3641.0,0.8270438521926097,1.0,12744.0
3642.0,0.8269963498174908,2.0,12747.0
3643.0,0.8269488474423721,2.0,12747.0
3644.0,0.8269013450672533,2.0,12747.0
3645.0,0.8268538426921346,1.0,12757.0
3646.0,0.8268063403170158,1.0,12757.0
3647.0,0.8267588379418971,2.0,12757.0
3648.0,0.8267113355667783,1.0,12757.0
3649.0,0.8266638331916596,1.0,12762.0
3650.0,0.8266163308165408,2.0,12764.0
3651.0,0.8265688284414221,2.0,12766.0
3652.0,0.8265213260663034,1.0,12766.0
3653.0,0.8264738236911846,2.0,12770.0
3654.0,0.8264263213160659,2.0,12771.0
3655.0,0.8263788189409471,1.0,12771.0
3656.0,0.8263313165658283,1.0,12771.0
3657.0,0.8262838141907095,1.0,12780.0
3658.0,0.8262363118155908,1.0,12780.0
3659.0,0.826188809440472,2.0,12780.0
3660.0,0.8261413070653533,1.0,12785.0
3661.0,0.8260938046902345,2.0,12793.0
3662.0,0.8260463023151158,1.0,12797.0
3663.0,0.8259987999399969,1.0,12797.0
3664.0,0.8259512975648782,1.0,12799.0
3665.0,0.8259037951897594,1.0,12799.0
3666.0,0.8258562928146408,1.0,12799.0
3667.0,0.825808790439522,1.0,12799.0
3668.0,0.8257612880644033,2.0,12799.0
3669.0,0.8257137856892846,1.0,12800.0
3670.0,0.8256662833141657,1.0,12800.0
3671.0,0.825618780939047,2.0,12800.0
3672.0,0.8255712785639282,1.0,12805.0
3673.0,0.8255237761888095,1.0,12806.0
3674.0,0.8254762738136907,1.0,12806.0
3675.0,0.825428771438572,1.0,12806.0
3676.0,0.8253812690634532,1.0,12812.0
3677.0,0.8253337666883344,2.0,12814.0
3678.0,0.8252862643132156,2.0,12814.0
3679.0,0.8252387619380969,1.0,12816.0
3680.0,0.8251912595629781,1.0,12816.0
3681.0,0.8251437571878594,1.0,12820.0
3682.0,0.8250962548127406,1.0,12824.0
3683.0,0.8250487524376219,1.0,12824.0
3684.0,0.8250012500625031,1.0,12824.0
3685.0,0.8249537476873844,1.0,12828.0
3686.0,0.8249062453122656,1.0,12835.0
3687.0,0.8248587429371469,1.0,12839.0
3688.0,0.8248112405620281,1.0,12840.0
3689.0,0.8247637381869094,1.0,12840.0
3690.0,0.8247162358117907,2.0,12840.0
3691.0,0.8246687334366718,1.0,12841.0
3692.0,0.824621231061553,2.0,12842.0
3693.0,0.8245737286864343,2.0,12842.0
3694.0,0.8245262263113156,1.0,12842.0
3695.0,0.8244787239361968,1.0,12842.0
3696.0,0.8244312215610781,1.0,12845.0
3697.0,0.8243837191859593,2.0,12848.0
3698.0,0.8243362168108405,1.0,12852.0
3699.0,0.8242887144357217,1.0,12858.0
3700.0,0.824241212060603,1.0,12864.0
3701.0,0.8241937096854843,1.0,12864.0
3702.0,0.8241462073103656,2.0,12864.0
3703.0,0.8240987049352468,1.0,12867.0
3704.0,0.8240512025601281,1.0,12870.0
3705.0,0.8240037001850092,1.0,12873.0
3706.0,0.8239561978098905,1.0,12883.0
3707.0,0.8239086954347717,1.0,12886.0
3708.0,0.823861193059653,2.0,12886.0
3709.0,0.8238136906845342,1.0,12888.0
3710.0,0.8237661883094155,1.0,12890.0
3711.0,0.8237186859342968,2.0,12891.0
3712.0,0.8236711835591779,2.0,12893.0
3713.0,0.8236236811840592,1.0,12893.0
3714.0,0.8235761788089404,1.0,12893.0
3715.0,0.8235286764338217,1.0,12893.0
3716.0,0.8234811740587029,1.0,12893.0
3717.0,0.8234336716835842,1.0,12894.0
3718.0,0.8233861693084654,2.0,12896.0
3719.0,0.8233386669333467,1.0,12898.0
3720.0,0.8232911645582279,1.0,12905.0
3721.0,0.8232436621831092,2.0,12908.0
3722.0,0.8231961598079904,1.0,12910.0
3723.0,0.8231486574328717,2.0,12915.0
3724.0,0.8231011550577529,2.0,12918.0
3725.0,0.8230536526826342,1.0,12921.0
3726.0,0.8230061503075153,1.0,12924.0
3727.0,0.8229586479323966,1.0,12929.0
3728.0,0.8229111455572778,1.0,12929.0
3729.0,0.8228636431821591,1.0,12929.0
3730.0,0.8228161408070404,2.0,12933.0
3731.0,0.8227686384319216,2.0,12935.0
3732.0,0.8227211360568029,2.0,12937.0
3733.0,0.822673633681684,1.0,12938.0
3734.0,0.8226261313065653,2.0,12939.0
3735.0,0.8225786289314465,1.0,12944.0
3736.0,0.8225311265563279,2.0,12947.0
3737.0,0.8224836241812091,2.0,12948.0
3738.0,0.8224361218060904,1.0,12948.0
3739.0,0.8223886194309716,2.0,12954.0
3740.0,0.8223411170558528,1.0,12955.0
3741.0,0.822293614680734,1.0,12955.0
3742.0,0.8222461123056153,2.0,12959.0
3743.0,0.8221986099304965,1.0,12959.0
3744.0,0.8221511075553778,1.0,12963.0
3745.0,0.822103605180259,1.0,12968.0
3746.0,0.8220561028051403,1.0,12968.0
3747.0,0.8220086004300214,1.0,12968.0
3748.0,0.8219610980549027,1.0,12968.0
3749.0,0.821913595679784,1.0,12973.0
3750.0,0.8218660933046652,1.0,12976.0
3751.0,0.8218185909295465,2.0,12976.0
3752.0,0.8217710885544277,1.0,12979.0
3753.0,0.821723586179309,2.0,12980.0
3754.0,0.8216760838041902,1.0,12980.0
3755.0,0.8216285814290715,1.0,12980.0
3756.0,0.8215810790539527,2.0,12983.0
3757.0,0.821533576678834,2.0,12986.0
3758.0,0.8214860743037152,1.0,12989.0
3759.0,0.8214385719285965,1.0,12995.0
3760.0,0.8213910695534777,1.0,12995.0
3761.0,0.8213435671783589,1.0,12997.0
3762.0,0.8212960648032401,2.0,12997.0
3763.0,0.8212485624281214,2.0,12999.0
3764.0,0.8212010600530026,2.0,13000.0
3765.0,0.8211535576778839,2.0,13010.0
3766.0,0.8211060553027651,1.0,13010.0
3767.0,0.8210585529276464,1.0,13014.0
3768.0,0.8210110505525275,1.0,13014.0
3769.0,0.8209635481774088,1.0,13014.0
3770.0,0.82091604580229,1.0,13025.0
3771.0,0.8208685434271714,1.0,13026.0
3772.0,0.8208210410520527,2.0,13035.0
3773.0,0.8207735386769339,1.0,13035.0
3774.0,0.8207260363018152,1.0,13035.0
3775.0,0.8206785339266963,2.0,13036.0
3776.0,0.8206310315515776,2.0,13043.0
3777.0,0.8205835291764588,1.0,13047.0
3778.0,0.8205360268013401,2.0,13053.0
3779.0,0.8204885244262213,1.0,13053.0
3780.0,0.8204410220511026,2.0,13057.0
3781.0,0.8203935196759838,2.0,13062.0
3782.0,0.820346017300865,2.0,13062.0
3783.0,0.8202985149257462,2.0,13065.0
3784.0,0.8202510125506275,2.0,13067.0
3785.0,0.8202035101755087,1.0,13067.0
3786.0,0.82015600780039,2.0,13069.0
3787.0,0.8201085054252713,1.0,13069.0
3788.0,0.8200610030501525,2.0,13069.0
3789.0,0.8200135006750338,2.0,13069.0
3790.0,0.819965998299915,1.0,13072.0
3791.0,0.8199184959247963,1.0,13072.0
3792.0,0.8198709935496775,2.0,13074.0
3793.0,0.8198234911745588,2.0,13077.0
3794.0,0.81977598879944,1.0,13079.0
3795.0,0.8197284864243213,1.0,13079.0
3796.0,0.8196809840492024,1.0,13079.0
3797.0,0.8196334816740837,1.0,13079.0
3798.0,0.8195859792989649,2.0,13080.0
3799.0,0.8195384769238462,1.0,13080.0
3800.0,0.8194909745487274,1.0,13081.0
3801.0,0.8194434721736087,2.0,13081.0
3802.0,0.8193959697984899,1.0,13082.0
3803.0,0.8193484674233711,1.0,13082.0
3804.0,0.8193009650482523,2.0,13082.0
3805.0,0.8192534626731336,2.0,13087.0
3806.0,0.819205960298015,2.0,13088.0
3807.0,0.8191584579228962,1.0,13093.0
3808.0,0.8191109555477775,1.0,13097.0
3809.0,0.8190634531726587,2.0,13097.0
3810.0,0.8190159507975399,2.0,13104.0
3811.0,0.8189684484224211,2.0,13104.0
3812.0,0.8189209460473024,1.0,13105.0
3813.0,0.8188734436721836,1.0,13114.0
3814.0,0.8188259412970649,2.0,13119.0
3815.0,0.8187784389219461,1.0,13123.0
3816.0,0.8187309365468274,2.0,13124.0
3817.0,0.8186834341717085,1.0,13131.0
3818.0,0.8186359317965898,1.0,13131.0
3819.0,0.818588429421471,1.0,13133.0
3820.0,0.8185409270463523,1.0,13133.0
3821.0,0.8184934246712335,1.0,13138.0
3822.0,0.8184459222961148,1.0,13139.0
3823.0,0.818398419920996,1.0,13141.0
3824.0,0.8183509175458773,1.0,13141.0
3825.0,0.8183034151707586,2.0,13143.0
3826.0,0.8182559127956398,1.0,13143.0
3827.0,0.8182084104205211,2.0,13149.0
3828.0,0.8181609080454023,1.0,13149.0
3829.0,0.8181134056702836,1.0,13153.0
3830.0,0.8180659032951648,2.0,13157.0
3831.0,0.818018400920046,1.0,13162.0
3832.0,0.8179708985449272,1.0,13166.0
3833.0,0.8179233961698085,1.0,13166.0
3834.0,0.8178758937946897,1.0,13170.0
3835.0,0.817828391419571,1.0,13170.0
3836.0,0.8177808890444522,1.0,13173.0
3837.0,0.8177333866693335,1.0,13180.0
3838.0,0.8176858842942146,1.0,13181.0
3839.0,0.8176383819190959,1.0,13181.0
3840.0,0.8175908795439771,2.0,13190.0
3841.0,0.8175433771688585,2.0,13190.0
3842.0,0.8174958747937398,2.0,13195.0
3843.0,0.817448372418621,1.0,13197.0
3844.0,0.8174008700435023,2.0,13202.0
3845.0,0.8173533676683834,1.0,13202.0
3846.0,0.8173058652932647,2.0,13202.0
3847.0,0.8172583629181459,1.0,13202.0
3848.0,0.8172108605430272,1.0,13207.0
3849.0,0.8171633581679084,1.0,13209.0
3850.0,0.8171158557927897,1.0,13210.0
3851.0,0.8170683534176709,2.0,13218.0
3852.0,0.8170208510425521,1.0,13223.0
3853.0,0.8169733486674333,1.0,13223.0
3854.0,0.8169258462923146,2.0,13234.0
3855.0,0.8168783439171958,2.0,13234.0
3856.0,0.8168308415420771,1.0,13234.0
3857.0,0.8167833391669583,2.0,13238.0
3858.0,0.8167358367918396,1.0,13239.0
3859.0,0.8166883344167208,1.0,13242.0
3860.0,0.8166408320416021,2.0,13246.0
3861.0,0.8165933296664833,2.0,13247.0
3862.0,0.8165458272913646,1.0,13247.0
3863.0,0.8164983249162459,1.0,13248.0
3864.0,0.8164508225411271,2.0,13253.0
3865.0,0.8164033201660084,1.0,13253.0
3866.0,0.8163558177908895,2.0,13260.0
3867.0,0.8163083154157708,1.0,13263.0
3868.0,0.816260813040652,1.0,13265.0
3869.0,0.8162133106655333,1.0,13266.0
3870.0,0.8161658082904145,2.0,13266.0
3871.0,0.8161183059152958,2.0,13275.0
3872.0,0.816070803540177,2.0,13276.0
3873.0,0.8160233011650582,1.0,13276.0
3874.0,0.8159757987899394,2.0,13286.0
3875.0,0.8159282964148207,1.0,13286.0
3876.0,0.815880794039702,2.0,13286.0
3877.0,0.8158332916645833,1.0,13287.0
3878.0,0.8157857892894645,1.0,13290.0
3879.0,0.8157382869143458,2.0,13296.0
3880.0,0.8156907845392269,1.0,13297.0
3881.0,0.8156432821641082,1.0,13307.0
3882.0,0.8155957797889895,2.0,13311.0
3883.0,0.8155482774138707,2.0,13317.0
3884.0,0.815500775038752,1.0,13317.0
3885.0,0.8154532726636332,1.0,13321.0
3886.0,0.8154057702885145,1.0,13322.0
3887.0,0.8153582679133956,1.0,13322.0
3888.0,0.8153107655382769,2.0,13324.0
3889.0,0.8152632631631581,1.0,13324.0
3890.0,0.8152157607880394,2.0,13327.0
3891.0,0.8151682584129206,1.0,13334.0
3892.0,0.8151207560378019,1.0,13334.0
3893.0,0.8150732536626831,1.0,13339.0
3894.0,0.8150257512875644,2.0,13339.0
3895.0,0.8149782489124456,2.0,13339.0
3896.0,0.8149307465373269,2.0,13339.0
3897.0,0.8148832441622081,1.0,13339.0
3898.0,0.8148357417870894,1.0,13339.0
3899.0,0.8147882394119706,1.0,13340.0
3900.0,0.8147407370368519,2.0,13343.0
3901.0,0.814693234661733,2.0,13343.0
3902.0,0.8146457322866143,2.0,13346.0
3903.0,0.8145982299114956,1.0,13351.0
3904.0,0.8145507275363768,1.0,13355.0
3905.0,0.8145032251612581,2.0,13357.0
3906.0,0.8144557227861393,1.0,13357.0
3907.0,0.8144082204110206,1.0,13357.0
3908.0,0.8143607180359017,2.0,13360.0
3909.0,0.814313215660783,1.0,13362.0
3910.0,0.8142657132856642,1.0,13362.0
3911.0,0.8142182109105456,1.0,13362.0
3912.0,0.8141707085354268,1.0,13368.0
3913.0,0.8141232061603081,2.0,13371.0
3914.0,0.8140757037851893,1.0,13377.0
3915.0,0.8140282014100705,2.0,13380.0
3916.0,0.8139806990349517,1.0,13380.0
3917.0,0.813933196659833,1.0,13380.0
3918.0,0.8138856942847142,1.0,13380.0
3919.0,0.8138381919095955,1.0,13390.0
3920.0,0.8137906895344768,1.0,13390.0
3921.0,0.813743187159358,2.0,13395.0
3922.0,0.8136956847842391,1.0,13395.0
3923.0,0.8136481824091204,1.0,13396.0
3924.0,0.8136006800340017,1.0,13397.0
3925.0,0.8135531776588829,1.0,13397.0
3926.0,0.8135056752837642,1.0,13397.0
3927.0,0.8134581729086454,1.0,13397.0
3928.0,0.8134106705335267,2.0,13403.0
3929.0,0.8133631681584079,2.0,13408.0
3930.0,0.8133156657832892,2.0,13417.0
3931.0,0.8132681634081704,1.0,13419.0
3932.0,0.8132206610330517,1.0,13422.0
3933.0,0.8131731586579329,2.0,13422.0
3934.0,0.8131256562828142,2.0,13425.0
3935.0,0.8130781539076954,1.0,13428.0
3936.0,0.8130306515325766,2.0,13428.0
3937.0,0.8129831491574578,2.0,13428.0
3938.0,0.8129356467823391,2.0,13428.0
3939.0,0.8128881444072203,2.0,13428.0
3940.0,0.8128406420321016,1.0,13433.0
3941.0,0.8127931396569829,1.0,13433.0
3942.0,0.8127456372818641,1.0,13434.0
3943.0,0.8126981349067453,2.0,13437.0
3944.0,0.8126506325316265,2.0,13447.0
3945.0,0.8126031301565078,1.0,13447.0
3946.0,0.8125556277813891,1.0,13447.0
3947.0,0.8125081254062704,1.0,13453.0
3948.0,0.8124606230311516,1.0,13453.0
3949.0,0.8124131206560329,1.0,13457.0
3950.0,0.812365618280914,1.0,13461.0
3951.0,0.8123181159057953,1.0,13461.0
3952.0,0.8122706135306765,2.0,13463.0
3953.0,0.8122231111555578,1.0,13463.0
3954.0,0.812175608780439,1.0,13467.0
3955.0,0.8121281064053203,1.0,13467.0
3956.0,0.8120806040302015,1.0,13470.0
3957.0,0.8120331016550827,1.0,13470.0
3958.0,0.8119855992799639,2.0,13474.0
3959.0,0.8119380969048452,1.0,13474.0
3960.0,0.8118905945297265,2.0,13475.0
3961.0,0.8118430921546077,1.0,13475.0
3962.0,0.811795589779489,1.0,13477.0
3963.0,0.8117480874043702,1.0,13485.0
3964.0,0.8117005850292515,2.0,13487.0
3965.0,0.8116530826541327,1.0,13488.0
3966.0,0.811605580279014,1.0,13489.0
3967.0,0.8115580779038952,1.0,13490.0
3968.0,0.8115105755287765,1.0,13490.0
3969.0,0.8114630731536577,2.0,13500.0
3970.0,0.811415570778539,1.0,13501.0
3971.0,0.8113680684034201,1.0,13501.0
3972.0,0.8113205660283014,1.0,13504.0
3973.0,0.8112730636531826,2.0,13504.0
3974.0,0.8112255612780639,2.0,13509.0
3975.0,0.8111780589029451,2.0,13513.0
3976.0,0.8111305565278264,1.0,13517.0
3977.0,0.8110830541527076,2.0,13523.0
3978.0,0.8110355517775888,1.0,13528.0
3979.0,0.81098804940247,2.0,13528.0
3980.0,0.8109405470273513,1.0,13530.0
3981.0,0.8108930446522327,2.0,13534.0
3982.0,0.8108455422771139,2.0,13542.0
3983.0,0.8107980399019952,1.0,13542.0
3984.0,0.8107505375268764,1.0,13549.0
3985.0,0.8107030351517576,1.0,13551.0
3986.0,0.8106555327766388,1.0,13556.0
3987.0,0.8106080304015201,1.0,13558.0
3988.0,0.8105605280264013,2.0,13561.0
3989.0,0.8105130256512826,1.0,13565.0
3990.0,0.8104655232761638,1.0,13567.0
3991.0,0.8104180209010451,1.0,13568.0
3992.0,0.8103705185259262,1.0,13568.0
3993.0,0.8103230161508075,2.0,13568.0
3994.0,0.8102755137756887,1.0,13573.0
3995.0,0.81022801140057,1.0,13579.0
3996.0,0.8101805090254512,1.0,13579.0
3997.0,0.8101330066503325,1.0,13581.0
3998.0,0.8100855042752138,2.0,13585.0
3999.0,0.810038001900095,1.0,13586.0
4000.0,0.8099904995249763,1.0,13586.0
4001.0,0.8099429971498575,1.0,13586.0
4002.0,0.8098954947747388,2.0,13588.0
4003.0,0.80984799239962,2.0,13591.0
4004.0,0.8098004900245013,1.0,13595.0
4005.0,0.8097529876493825,1.0,13595.0
4006.0,0.8097054852742637,1.0,13595.0
4007.0,0.8096579828991449,1.0,13595.0
4008.0,0.8096104805240262,2.0,13596.0
4009.0,0.8095629781489074,2.0,13602.0
4010.0,0.8095154757737887,1.0,13602.0
4011.0,0.8094679733986699,1.0,13607.0
4012.0,0.8094204710235512,2.0,13610.0
4013.0,0.8093729686484323,1.0,13611.0
4014.0,0.8093254662733136,1.0,13616.0
4015.0,0.8092779638981948,2.0,13624.0
4016.0,0.8092304615230762,1.0,13626.0
4017.0,0.8091829591479575,2.0,13628.0
4018.0,0.8091354567728387,2.0,13628.0
4019.0,0.80908795439772,1.0,13628.0
4020.0,0.8090404520226011,1.0,13631.0
4021.0,0.8089929496474825,2.0,13635.0
4022.0,0.8089454472723636,1.0,13635.0
4023.0,0.8088979448972449,2.0,13639.0
4024.0,0.8088504425221261,2.0,13645.0
4025.0,0.8088029401470074,2.0,13645.0
4026.0,0.8087554377718886,2.0,13645.0
4027.0,0.8087079353967698,1.0,13654.0
4028.0,0.8086604330216511,1.0,13654.0
4029.0,0.8086129306465323,2.0,13655.0
4030.0,0.8085654282714135,2.0,13655.0
4031.0,0.8085179258962948,2.0,13655.0
4032.0,0.808470423521176,2.0,13658.0
4033.0,0.8084229211460573,1.0,13658.0
4034.0,0.8083754187709385,1.0,13658.0
4035.0,0.8083279163958199,1.0,13659.0
4036.0,0.808280414020701,1.0,13659.0
4037.0,0.8082329116455823,1.0,13660.0
4038.0,0.8081854092704636,1.0,13666.0
4039.0,0.8081379068953448,1.0,13666.0
4040.0,0.8080904045202261,1.0,13668.0
4041.0,0.8080429021451072,1.0,13670.0
4042.0,0.8079953997699886,1.0,13675.0
4043.0,0.8079478973948697,1.0,13677.0
4044.0,0.807900395019751,2.0,13678.0
4045.0,0.8078528926446322,2.0,13679.0
4046.0,0.8078053902695135,2.0,13680.0
4047.0,0.8077578878943947,1.0,13688.0
4048.0,0.8077103855192759,1.0,13693.0
4049.0,0.8076628831441572,1.0,13699.0
4050.0,0.8076153807690384,1.0,13700.0
4051.0,0.8075678783939197,1.0,13700.0
4052.0,0.807520376018801,1.0,13700.0
4053.0,0.8074728736436823,1.0,13700.0
4054.0,0.8074253712685635,2.0,13700.0
4055.0,0.8073778688934447,1.0,13704.0
4056.0,0.807330366518326,2.0,13704.0
4057.0,0.8072828641432072,1.0,13704.0
4058.0,0.8072353617680884,1.0,13704.0
4059.0,0.8071878593929697,1.0,13707.0
4060.0,0.8071403570178509,1.0,13707.0
4061.0,0.8070928546427322,1.0,13707.0
4062.0,0.8070453522676133,1.0,13707.0
4063.0,0.8069978498924947,2.0,13707.0
4064.0,0.8069503475173758,1.0,13707.0
4065.0,0.8069028451422571,2.0,13712.0
4066.0,0.8068553427671383,1.0,13712.0
4067.0,0.8068078403920196,1.0,13718.0
4068.0,0.8067603380169008,2.0,13719.0
4069.0,0.8067128356417821,1.0,13725.0
4070.0,0.8066653332666635,2.0,13727.0
4071.0,0.8066178308915446,1.0,13727.0
4072.0,0.8065703285164258,1.0,13730.0
4073.0,0.8065228261413071,2.0,13732.0
4074.0,0.8064753237661884,1.0,13739.0
4075.0,0.8064278213910696,1.0,13739.0
4076.0,0.8063803190159508,2.0,13741.0
4077.0,0.8063328166408321,1.0,13745.0
4078.0,0.8062853142657133,1.0,13747.0
4079.0,0.8062378118905945,1.0,13747.0
4080.0,0.8061903095154758,2.0,13748.0
4081.0,0.806142807140357,1.0,13753.0
4082.0,0.8060953047652383,2.0,13753.0
4083.0,0.8060478023901194,2.0,13759.0
4084.0,0.8060003000150008,2.0,13764.0
4085.0,0.8059527976398819,1.0,13770.0
4086.0,0.8059052952647633,1.0,13773.0
4087.0,0.8058577928896445,1.0,13775.0
4088.0,0.8058102905145258,2.0,13775.0
4089.0,0.805762788139407,2.0,13775.0
4090.0,0.8057152857642882,2.0,13778.0
4091.0,0.8056677833891696,2.0,13782.0
4092.0,0.8056202810140507,1.0,13785.0
4093.0,0.805572778638932,1.0,13786.0
4094.0,0.8055252762638132,2.0,13793.0
4095.0,0.8054777738886945,1.0,13795.0
4096.0,0.8054302715135757,2.0,13796.0
4097.0,0.8053827691384569,1.0,13796.0
4098.0,0.8053352667633382,1.0,13796.0
4099.0,0.8052877643882194,2.0,13798.0
4100.0,0.8052402620131006,2.0,13802.0
4101.0,0.8051927596379819,1.0,13802.0
4102.0,0.8051452572628631,1.0,13807.0
4103.0,0.8050977548877444,1.0,13807.0
4104.0,0.8050502525126256,1.0,13808.0
4105.0,0.805002750137507,1.0,13808.0
4106.0,0.8049552477623881,1.0,13809.0
4107.0,0.8049077453872694,1.0,13815.0
4108.0,0.8048602430121506,1.0,13815.0
4109.0,0.8048127406370319,1.0,13817.0
4110.0,0.8047652382619132,2.0,13817.0
4111.0,0.8047177358867943,2.0,13819.0
4112.0,0.8046702335116757,1.0,13828.0
4113.0,0.8046227311365568,1.0,13831.0
4114.0,0.804575228761438,1.0,13832.0
4115.0,0.8045277263863193,2.0,13837.0
4116.0,0.8044802240112006,2.0,13837.0
4117.0,0.8044327216360818,1.0,13843.0
4118.0,0.804385219260963,2.0,13850.0
4119.0,0.8043377168858443,2.0,13850.0
4120.0,0.8042902145107255,1.0,13850.0
4121.0,0.8042427121356068,1.0,13854.0
4122.0,0.8041952097604881,2.0,13854.0
4123.0,0.8041477073853693,1.0,13858.0
4124.0,0.8041002050102506,1.0,13861.0
4125.0,0.8040527026351317,1.0,13866.0
4126.0,0.8040052002600131,1.0,13870.0
4127.0,0.8039576978848942,1.0,13876.0
4128.0,0.8039101955097755,2.0,13877.0
4129.0,0.8038626931346567,1.0,13882.0
4130.0,0.803815190759538,1.0,13885.0
4131.0,0.8037676883844193,1.0,13890.0
4132.0,0.8037201860093004,1.0,13897.0
4133.0,0.8036726836341818,1.0,13897.0
4134.0,0.8036251812590629,1.0,13901.0
4135.0,0.8035776788839442,1.0,13901.0
4136.0,0.8035301765088254,2.0,13903.0
4137.0,0.8034826741337067,1.0,13905.0
4138.0,0.8034351717585879,1.0,13913.0
4139.0,0.8033876693834692,1.0,13913.0
4140.0,0.8033401670083505,2.0,13917.0
4141.0,0.8032926646332317,1.0,13925.0
4142.0,0.8032451622581129,2.0,13929.0
4143.0,0.8031976598829942,1.0,13930.0
4144.0,0.8031501575078754,1.0,13930.0
4145.0,0.8031026551327567,1.0,13930.0
4146.0,0.8030551527576378,1.0,13932.0
4147.0,0.8030076503825192,2.0,13933.0
4148.0,0.8029601480074003,1.0,13940.0
4149.0,0.8029126456322816,2.0,13940.0
4150.0,0.8028651432571628,2.0,13940.0
4151.0,0.8028176408820441,2.0,13942.0
4152.0,0.8027701385069254,2.0,13942.0
4153.0,0.8027226361318065,1.0,13942.0
4154.0,0.8026751337566879,1.0,13945.0
4155.0,0.802627631381569,1.0,13950.0
4156.0,0.8025801290064504,2.0,13950.0
4157.0,0.8025326266313316,1.0,13950.0
4158.0,0.8024851242562129,1.0,13956.0
4159.0,0.8024376218810941,1.0,13960.0
4160.0,0.8023901195059753,2.0,13962.0
4161.0,0.8023426171308566,1.0,13966.0
4162.0,0.8022951147557378,1.0,13970.0
4163.0,0.802247612380619,1.0,13972.0
4164.0,0.8022001100055003,1.0,13978.0
4165.0,0.8021526076303815,2.0,13984.0
4166.0,0.8021051052552628,1.0,13989.0
4167.0,0.8020576028801439,2.0,13993.0
4168.0,0.8020101005050253,1.0,14001.0
4169.0,0.8019625981299064,1.0,14002.0
4170.0,0.8019150957547877,2.0,14002.0
4171.0,0.801867593379669,1.0,14008.0
4172.0,0.8018200910045502,2.0,14008.0
4173.0,0.8017725886294315,2.0,14012.0
4174.0,0.8017250862543127,1.0,14014.0
4175.0,0.8016775838791941,1.0,14014.0
4176.0,0.8016300815040752,1.0,14020.0
4177.0,0.8015825791289565,1.0,14020.0
4178.0,0.8015350767538377,1.0,14021.0
4179.0,0.801487574378719,1.0,14021.0
4180.0,0.8014400720036002,1.0,14025.0
4181.0,0.8013925696284814,1.0,14026.0
4182.0,0.8013450672533627,1.0,14028.0
4183.0,0.8012975648782439,2.0,14031.0
4184.0,0.8012500625031251,1.0,14035.0
4185.0,0.8012025601280064,2.0,14040.0
4186.0,0.8011550577528876,1.0,14040.0
4187.0,0.8011075553777689,1.0,14043.0
4188.0,0.80106005300265,1.0,14046.0
4189.0,0.8010125506275314,1.0,14054.0
4190.0,0.8009650482524125,1.0,14054.0
4191.0,0.8009175458772939,1.0,14054.0
4192.0,0.8008700435021752,1.0,14055.0
4193.0,0.8008225411270564,1.0,14055.0
4194.0,0.8007750387519377,1.0,14059.0
4195.0,0.8007275363768188,2.0,14059.0
4196.0,0.8006800340017002,2.0,14060.0
4197.0,0.8006325316265813,1.0,14060.0
4198.0,0.8005850292514626,1.0,14063.0
4199.0,0.8005375268763438,2.0,14063.0
4200.0,0.8004900245012251,2.0,14064.0
4201.0,0.8004425221261063,2.0,14067.0
4202.0,0.8003950197509875,2.0,14068.0
4203.0,0.8003475173758688,1.0,14068.0
4204.0,0.80030001500075,2.0,14069.0
4205.0,0.8002525126256312,2.0,14069.0
4206.0,0.8002050102505125,2.0,14075.0
4207.0,0.8001575078753937,1.0,14080.0
4208.0,0.800110005500275,1.0,14081.0
4209.0,0.8000625031251563,1.0,14081.0
4210.0,0.8000150007500376,2.0,14086.0
4211.0,0.7999674983749188,1.0,14087.0
4212.0,0.7999199959998,1.0,14087.0
4213.0,0.7998724936246813,2.0,14087.0
4214.0,0.7998249912495625,1.0,14087.0
4215.0,0.7997774888744438,1.0,14095.0
4216.0,0.7997299864993249,1.0,14096.0
4217.0,0.7996824841242063,1.0,14097.0
4218.0,0.7996349817490874,1.0,14097.0
4219.0,0.7995874793739687,1.0,14098.0
4220.0,0.7995399769988499,2.0,14099.0
4221.0,0.7994924746237312,1.0,14102.0
4222.0,0.7994449722486124,2.0,14102.0
4223.0,0.7993974698734936,2.0,14102.0
4224.0,0.799349967498375,1.0,14102.0
4225.0,0.7993024651232561,1.0,14102.0
4226.0,0.7992549627481375,2.0,14105.0
4227.0,0.7992074603730187,2.0,14106.0
4228.0,0.7991599579979,2.0,14107.0
