episode,epsilon,winner,replay_size,mean_loss
101.0,0.9952022601130057,1.0,2182.0,0.0006440829960271143
102.0,0.9951547577378869,2.0,2206.0,0.0006179519229287204
103.0,0.9951072553627681,1.0,2231.0,0.0006644159276038409
104.0,0.9950597529876494,2.0,2249.0,0.0006023102089077131
105.0,0.9950122506125306,1.0,2284.0,0.000732062294264324
106.0,0.9949647482374119,2.0,2302.0,0.0006002139893502721
107.0,0.9949172458622931,1.0,2323.0,0.0010689322267093562
108.0,0.9948697434871744,1.0,2338.0,0.0006461122344868878
109.0,0.9948222411120555,1.0,2353.0,0.0013431907495638977
110.0,0.9947747387369368,2.0,2369.0,0.0005068721720817848
111.0,0.994727236361818,2.0,2397.0,0.0008806255360208784
112.0,0.9946797339866993,1.0,2414.0,0.000939235755461542
113.0,0.9946322316115805,2.0,2436.0,0.0008615805894475092
114.0,0.9945847292364619,2.0,2452.0,0.0007381140367215266
115.0,0.9945372268613432,1.0,2481.0,0.0005969184532095196
116.0,0.9944897244862243,1.0,2494.0,0.0008505909544720242
117.0,0.9944422221111056,1.0,2513.0,0.008044882326717734
118.0,0.9943947197359868,2.0,2539.0,0.006262124068318651
119.0,0.9943472173608681,1.0,2552.0,0.005187339489706433
120.0,0.9942997149857493,1.0,2569.0,0.003208069212953834
121.0,0.9942522126106306,1.0,2594.0,0.002430472243577242
122.0,0.9942047102355118,2.0,2614.0,0.0013474842882715166
123.0,0.994157207860393,2.0,2652.0,0.0017278734433746553
124.0,0.9941097054852742,2.0,2674.0,0.0009054361170538785
125.0,0.9940622031101555,2.0,2690.0,0.0006767302547814324
126.0,0.9940147007350367,1.0,2719.0,0.0012481026642490178
127.0,0.993967198359918,2.0,2751.0,0.0012475601042751805
128.0,0.9939196959847992,1.0,2764.0,0.0015497512604969626
129.0,0.9938721936096805,1.0,2787.0,0.0008437158501929725
130.0,0.9938246912345616,2.0,2799.0,0.0008899419117369689
131.0,0.993777188859443,1.0,2822.0,0.0010589764025770937
132.0,0.9937296864843242,1.0,2841.0,0.0007453806588034096
133.0,0.9936821841092055,1.0,2868.0,0.0009940565634881044
134.0,0.9936346817340868,2.0,2886.0,0.0012578561290865764
135.0,0.993587179358968,2.0,2898.0,0.0010176090557555046
136.0,0.9935396769838493,2.0,2930.0,0.0011072024690292892
137.0,0.9934921746087304,2.0,2958.0,0.0009541377029173807
138.0,0.9934446722336117,1.0,2975.0,0.0012700286426800577
139.0,0.9933971698584929,1.0,3004.0,0.0024318141824614
140.0,0.9933496674833742,1.0,3023.0,0.00792191918988369
141.0,0.9933021651082554,1.0,3042.0,0.005721795862834705
142.0,0.9932546627331367,1.0,3065.0,0.004975277404098407
143.0,0.9932071603580179,2.0,3093.0,0.0025393740631573436
144.0,0.9931596579828991,2.0,3117.0,0.002258370783238206
145.0,0.9931121556077803,2.0,3131.0,0.0027828020143455695
146.0,0.9930646532326616,2.0,3139.0,0.0015895582109806128
147.0,0.9930171508575428,1.0,3170.0,0.001722924713601148
148.0,0.9929696484824241,1.0,3187.0,0.0011144614220350323
149.0,0.9929221461073054,1.0,3200.0,0.0006653183730892264
150.0,0.9928746437321867,2.0,3220.0,0.0006753688983735628
151.0,0.9928271413570678,2.0,3256.0,0.0007646922232298595
152.0,0.9927796389819491,1.0,3263.0,0.0017496354079672269
153.0,0.9927321366068304,1.0,3288.0,0.0009481870895251632
154.0,0.9926846342317116,1.0,3299.0,0.0007302474590357054
155.0,0.9926371318565929,2.0,3317.0,0.0004882409072403486
156.0,0.9925896294814741,2.0,3341.0,0.0011033306545868982
157.0,0.9925421271063554,2.0,3367.0,0.0006985749250116686
158.0,0.9924946247312365,2.0,3387.0,0.0009626442784792744
159.0,0.9924471223561178,2.0,3403.0,0.001239031902514398
160.0,0.992399619980999,2.0,3425.0,0.0007452846396269954
161.0,0.9923521176058803,1.0,3442.0,0.0004831795745036181
162.0,0.9923046152307615,2.0,3476.0,0.000857143101765199
163.0,0.9922571128556428,2.0,3496.0,0.0008851587088429369
164.0,0.992209610480524,2.0,3532.0,0.005806907704229363
165.0,0.9921621081054052,2.0,3550.0,0.0041671117586601115
166.0,0.9921146057302865,1.0,3581.0,0.003312809283905212
167.0,0.9920671033551678,2.0,3607.0,0.0021056887568332828
168.0,0.992019600980049,1.0,3636.0,0.0017956401972132254
169.0,0.9919720986049303,1.0,3667.0,0.0014841134243104006
170.0,0.9919245962298116,1.0,3688.0,0.0009512418265720564
171.0,0.9918770938546928,1.0,3705.0,0.0006749438693719532
172.0,0.991829591479574,1.0,3726.0,0.0008804337634328043
173.0,0.9917820891044552,1.0,3739.0,0.0006354645615479407
174.0,0.9917345867293365,2.0,3769.0,0.0009462330994817118
175.0,0.9916870843542177,1.0,3798.0,0.0010067775006534468
176.0,0.991639581979099,1.0,3815.0,0.0014934566262287691
177.0,0.9915920796039802,2.0,3831.0,0.001012326849377132
178.0,0.9915445772288615,2.0,3851.0,0.0007960352959344164
179.0,0.9914970748537426,1.0,3864.0,0.0005722285725194245
180.0,0.9914495724786239,2.0,3890.0,0.0007135974849986199
181.0,0.9914020701035051,2.0,3908.0,0.000764666598115582
182.0,0.9913545677283864,1.0,3929.0,0.0005264890254087126
183.0,0.9913070653532676,2.0,3957.0,0.0008386004732788674
184.0,0.991259562978149,2.0,3969.0,0.0009157838624863265
185.0,0.9912120606030302,1.0,3990.0,0.0008958421642005089
186.0,0.9911645582279114,1.0,4003.0,0.0027252492212797874
187.0,0.9911170558527926,1.0,4022.0,0.006003784230224004
188.0,0.9910695534776739,1.0,4033.0,0.004043511305512352
189.0,0.9910220511025551,2.0,4055.0,0.003859822088005868
190.0,0.9909745487274364,1.0,4074.0,0.004104988337004263
191.0,0.9909270463523177,2.0,4096.0,0.0024349742770110342
192.0,0.9908795439771989,2.0,4118.0,0.001474506814371456
193.0,0.99083204160208,2.0,4140.0,0.0012751304364593868
194.0,0.9907845392269613,2.0,4160.0,0.0009611496236175299
195.0,0.9907370368518426,2.0,4190.0,0.0011985317629296332
196.0,0.9906895344767238,1.0,4203.0,0.0008295291604904028
197.0,0.9906420321016051,2.0,4231.0,0.0007239176629809663
198.0,0.9905945297264863,1.0,4244.0,0.0005812972488526541
199.0,0.9905470273513676,1.0,4277.0,0.000749543773991084
200.0,0.9904995249762487,1.0,4286.0,0.0005291459545130945
201.0,0.9904520226011301,2.0,4306.0,0.0010490074317203834
202.0,0.9904045202260113,2.0,4316.0,0.0008600005196058192
203.0,0.9903570178508926,1.0,4327.0,0.0010734172088136388
204.0,0.9903095154757738,1.0,4348.0,0.0012265831686645036
205.0,0.9902620131006551,1.0,4361.0,0.0007913672463753476
206.0,0.9902145107255363,1.0,4380.0,0.0007470922382229841
207.0,0.9901670083504175,1.0,4401.0,0.00045118116984321245
208.0,0.9901195059752987,1.0,4430.0,0.0006064643826464127
209.0,0.99007200360018,1.0,4467.0,0.0017215378135694442
210.0,0.9900245012250612,2.0,4495.0,0.0010352358305161552
211.0,0.9899769988499425,1.0,4518.0,0.004935341386083999
212.0,0.9899294964748238,1.0,4551.0,0.004140595178768942
213.0,0.989881994099705,1.0,4560.0,0.00313961205797063
214.0,0.9898344917245862,1.0,4581.0,0.0024634067224161256
215.0,0.9897869893494674,1.0,4596.0,0.0025366662225375573
216.0,0.9897394869743487,2.0,4618.0,0.002032058440487493
217.0,0.9896919845992299,2.0,4642.0,0.0015631524244478594
218.0,0.9896444822241112,1.0,4669.0,0.0014850780566188473
219.0,0.9895969798489925,2.0,4703.0,0.001386403914212304
220.0,0.9895494774738738,1.0,4722.0,0.0013560991409528804
221.0,0.9895019750987549,2.0,4742.0,0.0007642760727321729
222.0,0.9894544727236362,2.0,4762.0,0.0008007866548723541
223.0,0.9894069703485174,2.0,4770.0,0.0006212954649527092
224.0,0.9893594679733987,2.0,4798.0,0.0011769870418772501
225.0,0.9893119655982799,1.0,4827.0,0.0012425633151373215
226.0,0.9892644632231612,2.0,4841.0,0.0010194485699425318
227.0,0.9892169608480424,1.0,4860.0,0.0008314218384360796
228.0,0.9891694584729236,1.0,4893.0,0.0007844793321000355
229.0,0.9891219560978048,2.0,4909.0,0.0010321681602363242
230.0,0.9890744537226861,2.0,4933.0,0.0009802266819557797
231.0,0.9890269513475674,2.0,4941.0,0.0014164029416861013
232.0,0.9889794489724486,2.0,4957.0,0.0010670761239452986
233.0,0.9889319465973299,2.0,4977.0,0.001048427980276756
234.0,0.9888844442222111,2.0,4991.0,0.0008914487303367683
235.0,0.9888369418470923,1.0,5022.0,0.004309397048106597
236.0,0.9887894394719736,1.0,5029.0,0.004067328658753208
237.0,0.9887419370968549,1.0,5040.0,0.003468954374759712
238.0,0.9886944347217361,1.0,5075.0,0.0034883015722568544
239.0,0.9886469323466174,1.0,5104.0,0.0018803229443086632
240.0,0.9885994299714986,2.0,5132.0,0.0015250432084680402
241.0,0.9885519275963799,1.0,5145.0,0.0024649857973250058
242.0,0.988504425221261,1.0,5172.0,0.0013060413195354933
243.0,0.9884569228461423,1.0,5191.0,0.0011682599188612872
244.0,0.9884094204710235,2.0,5215.0,0.000971644852446237
245.0,0.9883619180959048,1.0,5226.0,0.0006914098630659282
246.0,0.988314415720786,2.0,5240.0,0.001435776353381308
247.0,0.9882669133456673,2.0,5260.0,0.0010738725497503765
248.0,0.9882194109705486,1.0,5271.0,0.0006195738969836384
249.0,0.9881719085954297,1.0,5292.0,0.0005783020890140463
250.0,0.988124406220311,1.0,5309.0,0.0011009307242656017
251.0,0.9880769038451922,2.0,5331.0,0.001636335832617161
252.0,0.9880294014700735,2.0,5357.0,0.0008963937826383
253.0,0.9879818990949547,2.0,5391.0,0.0006331729878986473
254.0,0.9879343967198361,1.0,5414.0,0.0005062390738875483
255.0,0.9878868943447173,2.0,5430.0,0.0004911730120511493
256.0,0.9878393919695985,2.0,5454.0,0.0006132745311333565
257.0,0.9877918895944797,2.0,5480.0,0.0005658375157508999
258.0,0.987744387219361,1.0,5497.0,0.00040177761933163684
259.0,0.9876968848442422,2.0,5525.0,0.0038858085089097066
260.0,0.9876493824691235,1.0,5554.0,0.003083376009177802
261.0,0.9876018800940047,2.0,5580.0,0.0030585854054571916
262.0,0.987554377718886,1.0,5607.0,0.002706151985977259
263.0,0.9875068753437671,2.0,5629.0,0.002113246501804414
264.0,0.9874593729686484,1.0,5652.0,0.0018315081403631232
265.0,0.9874118705935296,2.0,5676.0,0.0015667781553929672
266.0,0.9873643682184109,2.0,5700.0,0.0010115318873431534
267.0,0.9873168658432921,1.0,5723.0,0.0010515408003297837
268.0,0.9872693634681734,1.0,5736.0,0.0011656466746129668
269.0,0.9872218610930547,1.0,5755.0,0.0009525253523239179
270.0,0.9871743587179358,1.0,5780.0,0.0010279515979345888
271.0,0.9871268563428172,1.0,5793.0,0.0009134100176967108
272.0,0.9870793539676984,2.0,5811.0,0.0007678492644724125
273.0,0.9870318515925797,2.0,5827.0,0.0009925536724040285
274.0,0.9869843492174609,2.0,5841.0,0.0006594808115291276
275.0,0.9869368468423422,1.0,5856.0,0.000719172505584235
276.0,0.9868893444672234,1.0,5885.0,0.0008897068137543854
277.0,0.9868418420921046,1.0,5910.0,0.000982283696066588
278.0,0.9867943397169858,2.0,5926.0,0.001000209875201108
279.0,0.9867468373418671,1.0,5941.0,0.0006381576046502838
280.0,0.9866993349667483,1.0,5958.0,0.001026940463549074
281.0,0.9866518325916296,2.0,5984.0,0.0007880630918617288
282.0,0.9866043302165108,1.0,6009.0,0.0019700517773162574
283.0,0.9865568278413921,1.0,6032.0,0.004948485794517657
284.0,0.9865093254662732,2.0,6052.0,0.0034507494594436137
285.0,0.9864618230911545,1.0,6065.0,0.0033532872330397367
286.0,0.9864143207160357,2.0,6079.0,0.0030262707815771656
287.0,0.986366818340917,2.0,6089.0,0.002198394772130996
288.0,0.9863193159657982,1.0,6108.0,0.0017802795015373512
289.0,0.9862718135906796,1.0,6135.0,0.001840321899012283
290.0,0.9862243112155609,1.0,6164.0,0.0014322409205588288
291.0,0.986176808840442,1.0,6193.0,0.0016840323263875626
292.0,0.9861293064653233,2.0,6213.0,0.0013479454471962526
293.0,0.9860818040902045,1.0,6224.0,0.0011444403789937496
294.0,0.9860343017150858,2.0,6234.0,0.0009701280039735138
295.0,0.985986799339967,1.0,6267.0,0.0010531276118744051
296.0,0.9859392969648483,1.0,6288.0,0.0007754583396793654
297.0,0.9858917945897295,2.0,6300.0,0.0011028469695399206
298.0,0.9858442922146107,1.0,6313.0,0.0015594567163274265
299.0,0.9857967898394919,2.0,6321.0,0.0013252772332634777
300.0,0.9857492874643732,1.0,6336.0,0.000834392224593709
301.0,0.9857017850892544,2.0,6350.0,0.0006208727655965569
302.0,0.9856542827141357,1.0,6387.0,0.0008093710332743924
303.0,0.9856067803390169,2.0,6411.0,0.0013764990374814563
304.0,0.9855592779638982,1.0,6430.0,0.0007786068155454766
305.0,0.9855117755887793,2.0,6460.0,0.0008622648873521636
306.0,0.9854642732136607,1.0,6475.0,0.0006702298085050037
307.0,0.985416770838542,2.0,6489.0,0.000693382608005777
308.0,0.9853692684634232,2.0,6509.0,0.0032758586065028796
309.0,0.9853217660883045,2.0,6533.0,0.004127834506410484
310.0,0.9852742637131857,2.0,6557.0,0.0034556047855100283
311.0,0.985226761338067,2.0,6575.0,0.0023562721520041427
312.0,0.9851792589629481,1.0,6600.0,0.0018855851562693715
313.0,0.9851317565878294,2.0,6622.0,0.0016272562947547572
314.0,0.9850842542127106,2.0,6634.0,0.0018071330850943923
315.0,0.9850367518375919,2.0,6650.0,0.0017130698033724912
316.0,0.9849892494624731,1.0,6667.0,0.001489416555748047
317.0,0.9849417470873544,1.0,6674.0,0.0009093066078743764
318.0,0.9848942447122356,1.0,6693.0,0.0010507385810150911
319.0,0.9848467423371169,1.0,6726.0,0.001057993906380778
320.0,0.984799239961998,2.0,6758.0,0.0007667316203878727
321.0,0.9847517375868793,2.0,6792.0,0.000972169018282062
322.0,0.9847042352117605,2.0,6824.0,0.0007388064668703009
323.0,0.9846567328366418,1.0,6851.0,0.0009277961701930811
324.0,0.9846092304615232,1.0,6868.0,0.0005433587836759055
325.0,0.9845617280864044,2.0,6884.0,0.0009096456942643272
326.0,0.9845142257112857,2.0,6898.0,0.0006543303565454803
327.0,0.9844667233361668,2.0,6914.0,0.000511228035975364
328.0,0.9844192209610481,2.0,6936.0,0.0006832022753025575
329.0,0.9843717185859293,2.0,6950.0,0.0007135753839975223
330.0,0.9843242162108106,2.0,6980.0,0.0007954274905690302
331.0,0.9842767138356918,2.0,7000.0,0.00091840730747208
332.0,0.9842292114605731,2.0,7020.0,0.0036795120453462006
333.0,0.9841817090854543,1.0,7045.0,0.0028040836378932
334.0,0.9841342067103355,1.0,7068.0,0.0026787364268270526
335.0,0.9840867043352167,1.0,7091.0,0.002480324914516962
336.0,0.984039201960098,1.0,7108.0,0.0027974523151950803
337.0,0.9839916995849792,2.0,7122.0,0.0019739714334718883
338.0,0.9839441972098605,2.0,7148.0,0.0015345360197198505
339.0,0.9838966948347417,2.0,7164.0,0.0017516389561933465
340.0,0.983849192459623,2.0,7180.0,0.0014548819708579686
341.0,0.9838016900845042,1.0,7195.0,0.001193722647925218
342.0,0.9837541877093855,1.0,7216.0,0.0010906142942119566
343.0,0.9837066853342668,1.0,7241.0,0.0011911787139251828
344.0,0.983659182959148,2.0,7265.0,0.0009741870696113134
345.0,0.9836116805840293,1.0,7286.0,0.000967554788249323
346.0,0.9835641782089105,1.0,7307.0,0.0007832675667790076
347.0,0.9835166758337918,2.0,7323.0,0.0008134648014674895
348.0,0.9834691734586729,2.0,7345.0,0.000855573093179952
349.0,0.9834216710835542,2.0,7367.0,0.000988251440999606
350.0,0.9833741687084354,1.0,7376.0,0.0009324997113758905
351.0,0.9833266663333167,2.0,7384.0,0.0010099329811055213
352.0,0.9832791639581979,1.0,7409.0,0.000808947557816282
353.0,0.9832316615830792,1.0,7432.0,0.000775445811956635
354.0,0.9831841592079604,2.0,7442.0,0.0005833718547364697
355.0,0.9831366568328416,1.0,7461.0,0.0008876443852817541
356.0,0.9830891544577228,2.0,7487.0,0.000698216582979792
357.0,0.9830416520826041,1.0,7516.0,0.002414042649967275
358.0,0.9829941497074853,1.0,7535.0,0.003401101468817184
359.0,0.9829466473323667,2.0,7557.0,0.0029555790083990855
360.0,0.982899144957248,2.0,7583.0,0.0028754904902038667
361.0,0.9828516425821292,1.0,7600.0,0.002007186974344008
362.0,0.9828041402070103,1.0,7607.0,0.0018642527450408255
363.0,0.9827566378318916,1.0,7628.0,0.0016165717277631518
364.0,0.9827091354567729,2.0,7652.0,0.001544181892919975
365.0,0.9826616330816541,1.0,7671.0,0.0014502091400668416
366.0,0.9826141307065354,1.0,7696.0,0.0016972167929634452
367.0,0.9825666283314166,1.0,7713.0,0.0011646890334839769
368.0,0.9825191259562979,2.0,7735.0,0.001025943884583698
369.0,0.982471623581179,2.0,7753.0,0.0009420225429089947
370.0,0.9824241212060603,1.0,7778.0,0.0016298063518479467
371.0,0.9823766188309415,1.0,7801.0,0.000792514535335257
372.0,0.9823291164558228,1.0,7814.0,0.0011555350815447478
373.0,0.982281614080704,1.0,7833.0,0.001273525526477514
374.0,0.9822341117055853,1.0,7854.0,0.0016820960777944752
375.0,0.9821866093304665,2.0,7880.0,0.0008920783035976526
376.0,0.9821391069553478,2.0,7888.0,0.0007423903261951637
377.0,0.982091604580229,2.0,7908.0,0.0009380539559060708
378.0,0.9820441022051103,1.0,7915.0,0.0006393672582427305
379.0,0.9819965998299915,1.0,7926.0,0.00142832718715495
380.0,0.9819490974548728,2.0,7944.0,0.0007784461615503662
381.0,0.981901595079754,1.0,7971.0,0.0007086885830008045
382.0,0.9818540927046353,2.0,7989.0,0.001016340236270076
383.0,0.9818065903295164,2.0,8005.0,0.0018973005317093339
384.0,0.9817590879543977,1.0,8024.0,0.0033470462566535723
385.0,0.981711585579279,2.0,8046.0,0.004137045312249525
386.0,0.9816640832041602,1.0,8055.0,0.0029644057439226243
387.0,0.9816165808290415,1.0,8082.0,0.0028807252033234195
388.0,0.9815690784539227,1.0,8103.0,0.0022486082189494654
389.0,0.981521576078804,1.0,8124.0,0.0019562950945414955
390.0,0.9814740737036851,2.0,8150.0,0.0020644094687528335
391.0,0.9814265713285664,2.0,8178.0,0.0014193827623135544
392.0,0.9813790689534476,2.0,8212.0,0.0015827846055959955
393.0,0.9813315665783289,2.0,8236.0,0.0013412320355807121
394.0,0.9812840642032102,1.0,8247.0,0.001981147877152332
395.0,0.9812365618280915,1.0,8264.0,0.0011337248040089274
396.0,0.9811890594529727,2.0,8300.0,0.001085547262240046
397.0,0.9811415570778539,1.0,8323.0,0.0012650094045650053
398.0,0.9810940547027351,1.0,8346.0,0.0010019028027865875
399.0,0.9810465523276164,2.0,8364.0,0.0014428221135555457
400.0,0.9809990499524976,2.0,8392.0,0.0009706901286595634
401.0,0.9809515475773789,2.0,8404.0,0.0006481121138979992
402.0,0.9809040452022602,1.0,8431.0,0.0009353320002210912
403.0,0.9808565428271414,1.0,8442.0,0.0005521261694163761
404.0,0.9808090404520226,1.0,8459.0,0.0012730980593272869
405.0,0.9807615380769038,1.0,8480.0,0.0012163768849513005
406.0,0.9807140357017851,2.0,8496.0,0.0016303129159496166
407.0,0.9806665333266663,1.0,8519.0,0.0045055796078446765
408.0,0.9806190309515476,1.0,8542.0,0.0034623771258022475
409.0,0.9805715285764288,2.0,8578.0,0.0025579697652978618
410.0,0.9805240262013101,2.0,8604.0,0.0019958995040864325
411.0,0.9804765238261913,1.0,8611.0,0.0016676519964156406
412.0,0.9804290214510726,2.0,8643.0,0.0019187206889910158
413.0,0.9803815190759538,2.0,8669.0,0.002003404419296063
414.0,0.9803340167008351,1.0,8684.0,0.0017551154907171926
415.0,0.9802865143257163,2.0,8712.0,0.0017258333225202347
416.0,0.9802390119505976,1.0,8741.0,0.0015021884846019335
417.0,0.9801915095754788,1.0,8762.0,0.001175311274848701
418.0,0.98014400720036,1.0,8777.0,0.001483705589392533
419.0,0.9800965048252412,1.0,8798.0,0.0013568286390398584
420.0,0.9800490024501225,1.0,8813.0,0.0008701419302572807
421.0,0.9800015000750038,2.0,8833.0,0.0013786677649477498
422.0,0.979953997699885,2.0,8843.0,0.0012563081982079893
423.0,0.9799064953247663,1.0,8864.0,0.0011422895005948487
424.0,0.9798589929496475,2.0,8892.0,0.000798090234249165
425.0,0.9798114905745287,2.0,8912.0,0.0008091221519862301
426.0,0.9797639881994099,2.0,8934.0,0.0007546016673917289
427.0,0.9797164858242912,1.0,8957.0,0.0007708849038665547
428.0,0.9796689834491724,1.0,8982.0,0.0006705639464780689
429.0,0.9796214810740538,1.0,8999.0,0.0015029880810556386
430.0,0.979573978698935,2.0,9009.0,0.0051411362481303515
431.0,0.9795264763238163,2.0,9025.0,0.0038737778086215258
432.0,0.9794789739486974,2.0,9043.0,0.0042247390697917175
433.0,0.9794314715735787,2.0,9063.0,0.0038950749905779956
434.0,0.9793839691984599,2.0,9073.0,0.003049381065648049
435.0,0.9793364668233412,1.0,9090.0,0.003055394284755868
436.0,0.9792889644482224,2.0,9108.0,0.0028422222433922193
437.0,0.9792414620731037,1.0,9137.0,0.002115902294212117
438.0,0.979193959697985,2.0,9153.0,0.0033749428403098136
439.0,0.9791464573228661,1.0,9172.0,0.00189844600696999
440.0,0.9790989549477473,2.0,9198.0,0.0017285554495174438
441.0,0.9790514525726286,1.0,9209.0,0.0019166886129162528
442.0,0.9790039501975099,2.0,9225.0,0.0018246125473524444
443.0,0.9789564478223911,2.0,9251.0,0.0014518738854139184
444.0,0.9789089454472724,1.0,9290.0,0.0013744451093654602
445.0,0.9788614430721536,1.0,9313.0,0.0013360470057586613
446.0,0.9788139406970349,2.0,9343.0,0.0010531255063445618
447.0,0.9787664383219161,1.0,9360.0,0.0008270923657726278
448.0,0.9787189359467974,2.0,9372.0,0.0008338692205143161
449.0,0.9786714335716786,1.0,9385.0,0.0007318367715924978
